source,campaign,influencer_id,user_id,product,date,orders,revenue
Twitter,PowerBoost,32,8f39fe62-c1b8-42ff-8b25-fbec3c0981f4,Whey Protein,2025-04-24,1,4840
Facebook,PowerBoost,723,ecaad0f9-7fb0-484a-aff8-c6f9d81e4983,Vitamin C,2025-05-16,13,3273
Twitter,PowerBoost,514,5846384e-3304-40a5-84cc-7950a239c196,Vitamin C,2025-07-15,11,1975
Twitter,SummerShred,562,f4768ac5-a135-450f-9121-e6864be598ce,Creatine,2025-06-17,6,6515
Instagram,FitJuly,820,ae078876-f461-4bd2-be14-4450b46c100b,Vitamin C,2025-05-19,15,1931
Facebook,SummerShred,849,2a8081f0-0d8f-4db0-a3ce-c1bb88d766ba,Multivitamin,2025-04-28,9,7440
Twitter,WellnessWave,302,f54b2a6d-7c38-4144-b6dd-e86fd74a2e9b,Vitamin C,2025-06-26,11,9428
Instagram,FitJuly,533,6bc90514-0517-4674-a940-256a299b03aa,Vitamin C,2025-05-25,3,9327
YouTube,PowerBoost,973,e65621b8-1d3b-4393-b024-93d354a113cd,Whey Protein,2025-06-21,14,8847
Facebook,SummerShred,573,4db8d963-f9c7-42a0-9c0a-fd44b8afff70,Creatine,2025-06-20,15,5590
Instagram,PowerBoost,505,d25f5e3c-ddfc-47d8-a339-a82e97643370,Vitamin C,2025-06-16,20,5265
Facebook,PowerBoost,525,2245cf55-0e80-4a8c-9e44-6aa0f314f26c,Vitamin C,2025-05-15,1,6402
Twitter,PowerBoost,993,9c00ca30-d49a-4dff-9295-e9a555d62dd2,Vitamin C,2025-04-30,8,4346
Facebook,SummerShred,816,08e90a0d-aeed-45dd-a80e-17c8fef8ec8e,Creatine,2025-07-08,18,9390
Instagram,WellnessWave,109,40b56322-02fb-4655-b084-e1f6e6475fbb,Creatine,2025-05-06,9,5569
Twitter,SummerShred,375,f703fb99-9de1-4135-8973-58a6238a01e8,Whey Protein,2025-05-13,14,8244
Instagram,SummerShred,597,15aa884d-21ff-44b4-a646-68661bfcb419,Creatine,2025-07-10,5,4479
YouTube,PowerBoost,62,d5b95b07-764a-45de-97c0-7ac6e25658ce,Whey Protein,2025-06-22,15,2435
Twitter,FitJuly,254,ca5a0923-fd29-490e-b5ec-57242e054a9f,Whey Protein,2025-05-20,2,8820
YouTube,PowerBoost,673,4519c082-6c00-4cc5-a3e7-c768633cc95d,Vitamin C,2025-05-16,20,4595
Twitter,PowerBoost,177,d2be1df9-0196-4c49-90b2-097f3f820a57,Vitamin C,2025-06-02,10,2380
Twitter,FitJuly,236,59ead248-b644-48c4-bab9-179c25d3cc2e,Creatine,2025-07-19,9,9389
YouTube,WellnessWave,971,940cd882-0b26-47a9-ac64-1639abaf1b26,Creatine,2025-07-13,14,1955
Instagram,WellnessWave,138,d4ee51a7-801a-4748-9a9d-f92bd32db8ac,Multivitamin,2025-06-28,8,2650
Instagram,SummerShred,201,9c84e54c-d4c5-442f-ab8a-7be54ef037bb,Multivitamin,2025-06-06,2,9779
Facebook,PowerBoost,569,c82c5b30-8015-4ba0-a239-9116f656943b,Whey Protein,2025-04-26,7,5891
Twitter,SummerShred,310,ccac525d-3236-41e8-b5b1-a02fa5d4f08c,Creatine,2025-05-19,5,3659
Twitter,PowerBoost,334,cc687530-a7f5-4a72-b60a-78c88314765b,Creatine,2025-06-25,13,7574
Instagram,PowerBoost,520,085e90f5-d8db-4cfa-a714-191b89c24962,Multivitamin,2025-06-14,13,5648
Facebook,FitJuly,599,06434b32-4c50-4151-b457-2b68241ce062,Multivitamin,2025-06-28,7,8056
YouTube,WellnessWave,860,8e2850c1-1ce7-4bb9-a876-7d6e4ba9ff90,Vitamin C,2025-06-23,16,777
Instagram,FitJuly,15,5230f130-826f-4e8d-921e-f86a645db899,Whey Protein,2025-06-15,9,1217
Twitter,FitJuly,758,378eff55-0ffb-47f6-b148-3e1c0fd06d6c,Multivitamin,2025-05-29,12,1053
Twitter,PowerBoost,682,63137140-1344-49f4-96a6-18d174653c88,Multivitamin,2025-07-10,18,5899
Instagram,FitJuly,478,5130e711-5a31-4468-b4ce-4b07226758ce,Multivitamin,2025-05-10,10,6556
Facebook,SummerShred,231,2750e78d-d795-4a86-9451-4b313afca3e2,Creatine,2025-05-27,15,3226
Facebook,FitJuly,596,c42a692a-03a1-41f6-947d-ba87aa8ed499,Whey Protein,2025-05-13,19,1140
Instagram,FitJuly,616,5f76a6d6-574e-4cff-92ba-2dd4c12eb755,Whey Protein,2025-06-29,4,1090
Facebook,SummerShred,638,bd0e4755-8263-46d9-9465-bc2679dd9831,Creatine,2025-07-12,13,1026
Twitter,WellnessWave,510,1a283646-58b1-4e1c-a09e-cc0449554032,Vitamin C,2025-05-26,14,5139
Instagram,FitJuly,815,b58df534-2091-4a4e-aacc-23621dee38b3,Vitamin C,2025-06-12,12,4970
Twitter,PowerBoost,872,42bd329d-d560-4c66-9f34-31bfe0be9f4c,Creatine,2025-05-22,19,563
Facebook,PowerBoost,445,7dcc4bb8-38c9-437c-95cc-375e4bae3c1e,Creatine,2025-05-26,6,9287
YouTube,WellnessWave,416,89d3008f-4146-4782-934a-1320778ed91c,Whey Protein,2025-06-05,18,8640
Instagram,WellnessWave,616,b60c3d98-1bb7-45a6-8d27-67c7c1782ab9,Creatine,2025-07-19,13,6815
Instagram,WellnessWave,923,d984f2c7-ca37-4b8f-b70c-232c6aca6f53,Vitamin C,2025-05-04,11,7700
Instagram,PowerBoost,50,34ebe9ad-4c32-419f-ab18-a97adc394e7e,Multivitamin,2025-06-26,13,2915
Facebook,WellnessWave,517,84c4af5c-c59f-4a79-8532-0c80918c5452,Multivitamin,2025-06-23,15,8122
YouTube,WellnessWave,390,45e2cb8b-545b-477c-99b0-f422bbb17895,Vitamin C,2025-06-27,4,6775
Twitter,PowerBoost,928,756e9775-49fb-4a59-ac92-0da9e7a06ab4,Creatine,2025-06-28,17,2489
YouTube,FitJuly,527,a18d2af1-3e29-4193-b88b-085187e454e9,Vitamin C,2025-06-16,18,4098
Twitter,FitJuly,56,116f2994-bcce-4a06-8f44-1a0364a5634c,Creatine,2025-05-28,5,6270
Facebook,FitJuly,440,2b3a1ae1-a0e1-4dd0-85e9-c3d058372469,Creatine,2025-06-29,17,9270
Facebook,SummerShred,728,d0008397-00c0-4a82-8892-43a8b36949c7,Creatine,2025-05-22,9,8064
YouTube,PowerBoost,714,54f9f542-4f99-41f8-a648-ec03dba0db9b,Vitamin C,2025-05-01,9,8376
Twitter,FitJuly,907,d950d196-9fb8-4b22-974b-1cc8d5fe81ec,Multivitamin,2025-07-20,20,4841
Instagram,FitJuly,449,08f28400-3d89-40cc-aaa1-578f8e8417c7,Vitamin C,2025-05-10,7,5295
Twitter,SummerShred,302,b9a53b8b-63ba-4618-b469-1a8d28371623,Vitamin C,2025-06-05,3,3730
